isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,genres
9780192839701,0192839705,Mrs Dalloway,,Virginia Woolf,First loves,http://books.google.com/books/content?id=PXsgOHVTwjUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Heralded as Woolf's greatest work of fiction, ""Mrs. Dalloway"" is not only a thorough rendering of a vivid human life, it is the outline on paper of human consciousness. In this vivid portrait of a single day in a woman's life, Clarissa Dalloway readies her house for friends and neighbors as she is is flooded with remembrances of faraway times.",2000.0,3.79,185.0,304.0,['Romance']
9780195125986,0195125983,Bakkhai,,Euripides;Reginald Gibbons;Charles Segal,Drama,http://books.google.com/books/content?id=9n_IHbgieKYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""Regarded by many as Euripides' masterpiece, Bakkhai examines both the horror and the beauty of the religious ecstasy that Dionysos brings to Thebes. His offer of closeness to nature and freedom from the constraints of civilization, especially for women, excites bitter resistance as well as fanatical acceptance."" ""Disguised as a young holy man and accompanied by his band of Asian worshipers, the god Dionysos arrives in Greece at Thebes, proclaims his godhood and his new religion, and drives the Theban women mad. When the Theban king, Pentheus, tries to imprison him, Dionysos afflicts Pentheus himself with madness and leads him, dressed as a bacchant, to the mountains, where his own mother, Agaue, and her companions tear him to pieces in an insane Bacchic frenzy.""",2001.0,3.86,160.0,146.0,['Drama']
9780195135923,019513592X,The Oresteia,,Aeschylus,Drama,http://books.google.com/books/content?id=SY9HlKSNwZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The story of the house of Atreus is a tale of incest, adultery, human sacrifice, cannibalism, and political intrigue. It is also a story in which human action is simultaneously willed and determined."".",2003.0,4.01,304.0,76.0,['Drama']
9780195145663,0195145666,Medea,,Eurípides;Michael Collier;Georgia Machemer,Drama,http://books.google.com/books/content?id=9mViAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Medea, whose magical powers helped Jason and the Argonauts take the Golden Fleece, remains one of the strongest female characters ever to appear on stage.",2006.0,3.85,116.0,339.0,['Drama']
9780198140818,0198140819,Aristophanes' Peace,,Aristophanes;S. Douglas Olson,Drama,http://books.google.com/books/content?id=cLxfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aristophanes' Peace was performed at the City Dionysia in Athens in 421 BC as a decade-long war with Sparta seemed finally to be drawing to an end, and is one of only eleven extant plays by the greatest Old Comic poet. Olson's edition of the play, which replaces Platnauer's of 1969, is based on a complete new collation of the manuscripts, many of which have never been adequately reported before. The extensive commentary explores matters of all sorts, but it focuses in particular on therealities of day-to-day life in classical Athens and also examines the practical problems of staging. The substantial introduction includes essays on Aristophanes' early career, the politics of the Greek world in the late 420s, and the poet's theology.",1998.0,3.58,408.0,243.0,['Drama']
9780199120093,0199120099,Clouds,,Aristophanes,Drama,http://books.google.com/books/content?id=avTrtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This new translation of the play Clouds examines the two versions of the play, the history of the text, an analysis of Right and Wrong, the purpose of the chorus, and explanations of certain previously unexamined sexualjokes referred to in the play. Dover also includes notes on metrical analysis, a full commentary, and indexes.",1970.0,3.76,254.0,13.0,['Drama']
9780199267170,0199267170,William Shakespeare: The Complete Works,,William Shakespeare,Drama,http://books.google.com/books/content?id=G70SDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents the works of William Shakespeare, along with an analysis of the nature and authority of the early documents, a list of the canon and chronological order of composition, an essay on Shakespeare's language, and a bibliography.",2005.0,4.62,1420.0,488.0,['Drama']
9780226025971,0226025977,Love and Saint Augustine,,Hannah Arendt;Joanna Vecchiarelli Scott;Judith Chelius Stark,Family & Relationships,http://books.google.com/books/content?id=YqI3H-TKBGkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Editors Joanna Vecchiarelli Scott and Judith Chelius Stark make Hannah Arendt's important early work accessible for the first time. Here is a completely corrected and revised English translation that incorporates Arendt's own substantial revisions and provides additional notes based on letters, contracts, and other documents. ""A revelation that may force us to reconsider the traditional interpretation of Arendt's work"".--KIRKUS REVIEWS.",1996.0,3.92,254.0,89.0,['Romance']
9780226307657,0226307654,Greek tragedies,,Sophocles;Aeschylus;Euripides,Drama,http://books.google.com/books/content?id=EiHQwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Grene and Lattimore edition of the Greek tragedies has been among the most widely acclaimed and successful publications of the University of Chicago Press. On the occasion of the Centennial of the University of Chicago and its Press, we take pleasure in reissuing this complete work in a handsome four-volume slipcased edition as well as in redesigned versions of the familiar paperbacks. For the Centennial Edition two of the original translations have been replaced. In the original publication David Grene translated only one of the three Theban plays, Oedipus the King. Now he has added his own translations of the remaining two, Oedipus at Colonus and Antigone, thus bringing a new unity of tone and style to this group. Grene has also revised his earlier translation of Prometheus Bound and rendered some of the former prose sections in verse. These new translations replace the originals included in the paperback volumes Sophocles I (which contains all three Theban plays), Aeschylus II, Greek Tragedies, Volume I, and Greek Tragedies, Volume III, all of which are now being published in second editions. All other volumes contain the translations of the tragedies of Aeschylus, Sophocles, and Euripides for the most part from the original versions first published in the 1940s and 1950s. These translations have been the choice of generations of teachers and students, selling in the past forty years over three million copies.",1992.0,4.14,472.0,33.0,['Drama']
9780226307664,0226307662,The Complete Greek Tragedies: Euripides,,Aeschylus;Sophocles;Euripides,Drama,http://books.google.com/books/content?id=QgdZ0cwlaSIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Grene and Lattimore edition of the Greek tragedies has been among the most widely acclaimed and successful publications of the University of Chicago Press. On the occasion of the Centennial of the University of Chicago and its Press, we take pleasure in reissuing this complete work in a handsome four-volume slipcased edition as well as in redesigned versions of the familiar paperbacks. For the Centennial Edition two of the original translations have been replaced. In the original publication David Grene translated only one of the three Theban plays, Oedipus the King. Now he has added his own translations of the remaining two, Oedipus at Colonus and Antigone, thus bringing a new unity of tone and style to this group. Grene has also revised his earlier translation of Prometheus Bound and rendered some of the former prose sections in verse. These new translations replace the originals included in the paperback volumes Sophocles I (which contains all three Theban plays), Aeschylus II, Greek Tragedies, Volume I, and Greek Tragedies, Volume III, all of which are now being published in second editions. All other volumes contain the translations of the tragedies of Aeschylus, Sophocles, and Euripides for the most part from the original versions first published in the 1940s and 1950s. These translations have been the choice of generations of teachers and students, selling in the past forty years over three million copies.",1992.0,4.48,672.0,46.0,['Drama']
9780226307800,0226307808,Euripides I,Alcestis; The Medea; The Heracleidae; Hippolytus,Euripides,Greek drama (Tragedy),http://books.google.com/books/content?id=ZRt5IxCHhfoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Table of Contents: Alcestis / translated by Richmond Lattimore -- The Medea / translated by Rex Warner -- The Heracleidae / translated by Ralph Gladstone -- Hippolytus / translated by David Grene.,1955.0,4.03,221.0,4482.0,['Drama']
9780226307947,0226307948,Aeschylus: The suppliant maidens,"The Suppliant Maidens, The Persians, Seven Against Thebes and Prometheus Bound",Aeschylus;David Grene,Drama,http://books.google.com/books/content?id=gJCNNZE8INQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In nine paperback volumes, the Grene and Lattimore editions offer the most comprehensive selection of the Greek tragedies available in English. Over the years these authoritative, critically acclaimed editions have been the preferred choice of over three million readers for personal libraries and individual study as well as for classroom use.",1991.0,4.1,188.0,382.0,['Drama']
9780246136671,0246136677,The Dark Descent,,David G. Hartwell,"Horror tales, English",,,1990.0,4.11,304.0,2.0,['Horror']
9780261102422,0261102427,The Silmarillion,,John Ronald Reuel Tolkien,Fantasy,http://books.google.com/books/content?id=22ePuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Tolkien's Silmarillion is the core work of the Middle-Earth canon. In this often neglected masterpiece the entire cosmology which is the background to The Hobbit and The Lord of the Rings is documented.,1999.0,3.91,384.0,253.0,['Fantasy']
9780261103665,0261103660,The Silmarillion,,John Ronald Reuel Tolkien,"Fantasy fiction, English",http://books.google.com/books/content?id=DQ1hQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These tales tell of the rebellion of Feanor and his kindred against the gods, and of the war, hopeless, despite great heroism, against the great enemy.",1998.0,3.91,368.0,237.0,['Fantasy']
9780300093056,0300093055,Long Day's Journey Into Night,,Eugene O'Neill,Drama,http://books.google.com/books/content?id=43dmWfWi_2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A play about a family of four psychologically disturbed people reveals aspects of the author's own life.,2002.0,4.07,179.0,31450.0,['Drama']
9780300101058,0300101058,Hamlet,,William Shakespeare;Burton Raffel;Harold Bloom,Drama,http://books.google.com/books/content?id=MPGOoXzP-XgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""In his introduction, Raffel offers important background on the origins and previous versions of the Hamlet story, along with an analysis of the characters Hamlet and Ophelia. And in a concluding essay, Harold Bloom meditates on the originality of Shakespeare's achievement. The book also includes a careful selection of items for further reading.""--BOOK JACKET.",2003.0,4.01,249.0,769.0,['Drama']
9780307274977,0307274977,Buried Child,A Play,Sam Shepard,Drama,http://books.google.com/books/content?id=YCVRIETAFJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A squalid farm populated by the members of a troubled family--alcoholic Dodge; his sanctimonious wife, Halie; and their sons, Tilden, a former athlete and near idiot, and Bradley, who has lost one of his legs to a chain saw--forms the setting for a confrontation with the dark secrets of the past, thanks to the arrival of Bradley's estranged son, Vince, and his girlfriend. Winner of the Pulitzer Prize. Reprint.",2006.0,3.91,120.0,6558.0,['Drama']
9780307278364,0307278360,The Sunset Limited,A Novel in Dramatic Form,Cormac McCarthy,Drama,http://books.google.com/books/content?id=JNFlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"McCarthy's new play packs all the wallop of his gut-wrenching fiction. ""The Sunset Limited,"" though, is not about blood and guts but about the battle for the human soul.",2006.0,3.96,160.0,6166.0,['Drama']
9780312354374,0312354371,Think Like a Guy,How to Get a Guy by Thinking Like One,Giuliana Depandi,Family & Relationships,,"A whimsical but practical guide to the modern world of dating etiquette explains what turns guys off and on and offers helpful suggestions designed to insure that a woman always has a selection of men hanging around. Original. 25,000 first printing.",2006.0,3.15,172.0,115.0,['Romance']
9780312360115,0312360118,The Mystery Method,How to Get Beautiful Women Into Bed,Mystery;Chris Odom,Family & Relationships,http://books.google.com/books/content?id=xL-TmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"“One of the most admired men in the world of seduction” (The New York Times) teaches average guys how to approach, attract and begin intimate relationships with beautiful women For every man who always wondered why some guys have all the luck, Mystery, considered by many to be the world’s greatest pickup artist, finally reveals his secrets for finding and forming relationships with some of the world’s most beautiful women. Mystery gained mainstream attention for his role in Neil Strauss’s New York Times bestselling exposé, The Game. Now he has written the definitive handbook on the art of the pickup. He developed his unique method over years of observing social dynamics and interacting with women in clubs to learn how to overcome the guard shield that many women use to deflect come-ons from ""average frustrated chumps."" The Mystery Method: How to Get Beautiful Women Into Bed shares tips such as: *Give more attention to her less attractive friend at first, so your target will get jealous and try to win your attention. *Always approach a target within 3 seconds of noticing her. If a woman senses your hesitation, her perception of your value will be lower. *Don't be picky. Approach as many groups of people in a bar as you can and entertain them with fun conversation. As you move about the room, positive perception of you will grow. Now it's easy to meet anyone you want. *Smile. Guys who don't get laid, don't smile.",2007.0,3.71,240.0,2059.0,['Romance']
9780312975739,0312975732,What the Corpse Revealed,,Hugh Miller,True Crime,http://books.google.com/books/content?id=7XyFr-Le_94C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An expert in forensic medicine presents sixteen cases drawn from scientific files all around the world to show how technology and forensic science combine to find the answers to many crimes that seem unsolvable. Reprint.,2000.0,3.79,320.0,288.0,['Thriller']
9780312982010,0312982011,Abandoned Prayers,"An Incredible True Story of Murder, Obsession, And Amish Secrets",Gregg Olsen,True Crime,http://books.google.com/books/content?id=qWw4mQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On Christmas Eve in 1985, a hunter found a young boy's body along an icy corn field in Nebraska. The residents of Chester, Nebraska buried him as ""Little Boy Blue,"" unclaimed and unidentified-- until a phone call from Ohio two years later led authorities to Eli Stutzman, the boy's father. Eli Stutzman, the son of an Amish bishop, was by all appearances a dedicated farmer and family man in the country's strictest religious sect. But behind his quiet façade was a man involved with pornography, sadomasochism, and drugs. After the suspicious death of his pregnant wife, Stutzman took his preschool-age son, Danny, and hit the road on a sexual odyssey ending with his conviction for murder. But the mystery of Eli Stutzman and the fate of his son didn't end on the barren Nebraska plains. It was just beginning. . . Gregg Olsen's Abandoned Prayers is an incredible true story of murder and Amish secrets.",2003.0,3.78,399.0,1410.0,['Thriller']
9780316015844,0316015849,Twilight,,Stephenie Meyer,Young Adult Fiction,,"With 160 million copies of the Twilight Saga sold worldwide, this addictive love story between a teenage girl and a vampire redefined romance for a generation. Here's the book that started it all. Isabella Swan's move to Forks, a small, perpetually rainy town in Washington, could have been the most boring move she ever made. But once she meets the mysterious and alluring Edward Cullen, Isabella's life takes a thrilling and terrifying turn. Up until now, Edward has managed to keep his vampire identity a secret in the small community he lives in, but now nobody is safe, especially Isabella, the person Edward holds most dear. The lovers find themselves balanced precariously on the point of a knife-between desire and danger. Deeply romantic and extraordinarily suspenseful, Twilightcaptures the struggle between defying our instincts and satisfying our desires. This is a love story with bite. ""People do not want to just read Meyer's books; they want to climb inside them and live there.""-Time ""A literary phenomenon.""-The New York Times",2006.0,3.59,498.0,4367341.0,['Young Adult']
9780316016650,0316016659,Cirque Du Freak #10: The Lake of Souls,Book 10 in the Saga of Darren Shan,Darren Shan,Young Adult Fiction,,"""If you step through after Harkat, you might never come back. Is your friend worth such an enormous risk?"" Darren and Harkat face monstrous obstacles on their desperate quest to the Lake of Souls. Will they survive the savage journey? And what awaits them in the murky waters of the dead? Be careful what you fish for...",2006.0,4.19,272.0,18011.0,['Young Adult']
9780316578998,0316578991,The Black Veil,A Memoir with Digressions,Rick Moody,Family & Relationships,http://books.google.com/books/content?id=AQC2QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author weaves together past and present and family legend as he shares his personal story of dealing with depression, and his search through his family's paternal lines to find clues to his melancholy.",2002.0,3.06,336.0,391.0,['Romance']
9780316910330,0316910333,Gossip Girl #1,A Novel by Cecily von Ziegesar,Cecily von Ziegesar,Young Adult Fiction,http://books.google.com/books/content?id=g7qWxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The wickedly funny first book in the #1 New York Times bestselling series that inspired the original hit CW show and the new series coming to HBO Max's Spring 2020 launch season (alongside hit series such as Pretty Little Liars and Friends). Welcome to New York City's Upper East Side, where my friends and I live, go to school, play, and sleep--sometimes with each other. S is back from boarding school, and if we aren't careful, she's going to win over our teachers, wear that dress we couldn't fit into, steal our boyfriends' hearts, and basically ruin our lives in a major way. I'll be watching closely... You know you love me. gossip girl",2002.0,3.51,224.0,53230.0,['Young Adult']
9780316912129,0316912123,Gossip Girl #3: All I Want is Everything,A Gossip Girl Novel,Cecily von Ziegesar,Young Adult Fiction,http://books.google.com/books/content?id=aTw3vdPW-PAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The wickedly funny third book in the #1 New York Times bestselling series that inspired the original hit CW show and the new series coming to HBO Max's Spring 2020 launch season (alongside hit series such as Pretty Little Liars and Friends). It's Christmastime and Blair and Serena are best friends again, and up to their old tricks--partying hard and breaking hearts from Park Avenue to the Caribbean. Blair's mom and Cyrus are having their honeymoon in Salt Key. And when school lets out for the holiday, Blair, Serena, Aaron, and company head down there to blow off steam after their midterm exams. In between pina coladas and topless sunbathing, Blair and Serena plot revenge on super-jerk Chuck Bass. Everyone jets back to NYC for Serena's New Year's party, during which Nate and Blair may or may not finally go all the way...and Serena may or may not be discovered to be the secret fling of Hollywood's hottest young leading man.",2003.0,3.55,240.0,16202.0,['Young Adult']
9780330239455,0330239457,The Little Prince,,Antoine de Saint-Exupéry;Katherine Woods,"Children's literature, French",,,1974.0,4.3,96.0,50.0,['Classic']
9780330351690,0330351699,Into the Wild,,Jon Krakauer,True Crime,http://books.google.com/books/content?id=X7M1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Using the true story of a young man, who in 1992 walked deep into the Alaskan wilderness and whose SOS note and emaciated corpse were found four months later, Krakauer explores the obsession which leads some people to explore the outer limits of self, leave civilization behind and seek enlightenment through solitude and contact with nature.",1998.0,3.97,206.0,1268.0,['Thriller']
9780330351829,0330351826,A Second Chance at Eden,,Peter F. Hamilton,Science fiction,http://books.google.com/books/content?id=foyS8cdFJQkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,This novella and six stories are set in the same universe and time-line as the Night's Dawn trilogy.,1999.0,4.02,496.0,3844.0,['Sci-Fi']
9780340425626,0340425628,From Russia with Love,,Ian Fleming,Adventure stories,http://books.google.com/books/content?id=GCrJRwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Agent 007 raakt bij zijn werk in Moskou onder de bekoring van een knappe medewerkster van de Russische geheime dienst.,1957.0,3.89,208.0,10.0,['Adventure']
9780340796146,0340796146,Five on a Treasure Island,,Enid Blyton,Adventure stories,http://books.google.com/books/content?id=upwGPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The first adventure for the Famous Five involves a ruined castle and buried treasure.,2001.0,4.08,256.0,18308.0,['Adventure']
9780340796313,0340796316,Five Get Into a Fix,,Enid Blyton,"Adventure stories, English",http://books.google.com/books/content?id=0HTWGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"New and contemporary cover treatment brings The Famous Five into the 21st Century, and to a whole new generation of readers!",2001.0,3.93,250.0,4706.0,['Adventure']
9780340829776,034082977X,The Waste Lands,,Stephen King,Adventure fiction,http://books.google.com/books/content?id=Yi9CPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"There are new evils, new dangers to threaten Roland's little band in the devastated city of Lud and the surrounding wastelands, as well as horrific confrontations with Blaine the Mono, the piratical Gasher, and the frightening Tick-Tock Man.",2003.0,4.24,584.0,1073.0,['Adventure']
9780340837955,0340837950,Stranger in a Strange Land,,Robert A. Heinlein,Science fiction,http://books.google.com/books/content?id=ZQhiPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Epic, entertaining, Stranger in a Strange Land caused controversy and uproar when it was first published. Still topical and challenging today, the story of Valentine Michael Smith, the first man from Mars to visit Earth, is in the great tradition of stories that endure through the power of the author's imagination that stretches from Gulliver's Travels to 1984",2005.0,3.92,672.0,563.0,['Sci-Fi']
9780340917541,0340917547,The Secret Seven,,Enid Blyton,Adventure fiction,http://books.google.com/books/content?id=Xh0AGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Seven children and a dog find a stolen race horse after some late night adventures with thieves.,2006.0,3.86,144.0,6615.0,['Adventure']
9780345246882,0345246888,Tales of the Cthulhu Mythos,,Howard Phillips Lovecraft,Horror tales,,,1975.0,4.2,241.0,20.0,['Horror']
9780345251220,0345251229,Visions from Nowhere,,William Arrow,Science fiction,,"The first novel in the series, ""Return to the Planet of the Apes, "" in which astronauts, out of their time period, become involved with a society dominated by apes.",1976.0,3.23,183.0,10.0,['Sci-Fi']
9780345339737,0345339738,The Fellowship of the Ring,Being the First Part of the Lord of the Rings,John Ronald Reuel Tolkien,Fantasy fiction,http://books.google.com/books/content?id=jECp6elJjE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a sleepy village in the Shire, a young hobbit, Frodo Baggins, is entrusted by the wizard Gandalf with an immense task: he must make a perilous journey across Middle-earth to the Crack of Doom, there to destroy the Ruling Ring of Power, the only thing that prevents the Dark Lord Sauron's evil dominion.",2012.0,4.52,490.0,532629.0,['Fantasy']
9780345456328,0345456327,The Belgariad V.2,,David Eddings,Fantasy,http://books.google.com/books/content?id=gCvDmgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,2002.0,4.28,644.0,14129.0,['Fantasy']
9780370307121,0370307127,A Likely Lad,,Gillian Avery,Adventure stories,,"Pressured by his father to leave school for a career he doesn't want, a nineteenth-century Manchester boy runs away and gains a new perspective on his future.",1986.0,4.08,224.0,12.0,['Adventure']
9780373484416,0373484410,Time & Again,Parts 2 and 3,Nora Roberts,Man-woman relationships,,Romance.,2001.0,3.76,505.0,7434.0,['Romance']
9780374527051,0374527059,The Oresteia of Aeschylus,A New Translation by Ted Hughes,Aeschylus;Ted Hughes,Drama,http://books.google.com/books/content?id=Wk4955xRHPkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents a modern translation of the ancient Greek trilogy which traces the chain of murder and revenge within the royal family of Argos, commissioned by the Royal National Theatre for performance in the Fall of 1999.",2000.0,4.01,208.0,211.0,['Drama']
9780374528539,0374528535,"Get Out of My Life, But First Could You Drive Me & Cheryl to the Mall",A Parent's Guide to the New Teenager,Anthony E. Wolf,Family & Relationships,http://books.google.com/books/content?id=oKdbCk_05wQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lighthearted but insightful guide to raising adolescent children shows parents how to deal with teenagers living in a faster-paced, less morally certain world than the one they knew. Original. 50,000 first printing.",2002.0,3.94,240.0,1301.0,['Romance']
9780375507908,0375507906,In Cold Blood,A True Account of a Multiple Murder and Its Consequences,Truman Capote,True Crime,http://books.google.com/books/content?id=mvSsQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A special anniversary edition presents Capote's masterful account of the senseless 1959 murders of four members of a farm family in Holcomb, Kansas, and the search for the killers, Richard Eugene Hickock and Perry Edward Smith. Reissue. 10,000 first printing.",1966.0,4.07,343.0,3165.0,['Thriller']
9780375701887,0375701885,The Amen Corner,A Play,James Baldwin,Drama,http://books.google.com/books/content?id=Ce93BmqmQz4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The play centers on the dilemma of the congregation of a Harlem storefront church when they realize Sister Margaret, their leader, is not a saint.",1998.0,3.9,112.0,427.0,['Drama']
9780375806704,0375806709,The Phantom Tollbooth,,Norton Juster,Fantasy fiction,http://books.google.com/books/content?id=BZ2pPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"For Milo, everything's a bore. When a tollbooth mysteriously appears in his room, he drives through only because he's got nothing better to do. But on the other side, things seem different. Milo visits the island of Conclusions (you get there by jumping), learns about time from a tick watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it's exciting beyond his wildest dreams!",2000.0,4.21,256.0,866.0,['Fantasy']
9780385017336,0385017332,Love Poems and Sonnets of William Shakespeare,,William Shakespeare,Drama,http://books.google.com/books/content?id=mSeeR6eVaa8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A compilation of Shakespeare's sonnets and love poems features color illustrations.,1991.0,4.34,160.0,5625.0,['Drama']
9780385040204,0385040202,Your Child's Self-esteem,The Key to Life,Dorothy Corkille Briggs,Family & Relationships,http://books.google.com/books/content?id=klpvGJllL80C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Discusses the ways in which parental attitudes shape the child's concept of himself and offers guidelines for creating positive relationships,1975.0,4.26,368.0,179.0,['Romance']
9780385313612,0385313616,Shakespeare A to Z,"The Essential Reference to His Plays, His Poems, His Life and Times, and More",Charles Boyce;David Allen White,Drama,http://books.google.com/books/content?id=FxgBAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Brer Rabbit will never learn! He loves to play jokes, tricks and set traps for his friends - but once in a while, they beat him at his own game! These timeless stories of the briar patch trickster are re-told in Blyton's hugely popular and successful style. This collection contains many Brer Rabbit stories from the books Enid Blyton's Brer Rabbit Book, Brer Rabbit Again and Brer Rabbit's a Rascal.",1991.0,4.35,752.0,151.0,['Drama']
9780393002034,0393002039,Three Greek Plays,,,Drama,http://books.google.com/books/content?id=wEFfze3L7mgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Three classic Greek tragedies are translated and critically introduced by Edith Hamilton.,1958.0,4.05,240.0,76.0,['Drama']
9780393040586,0393040585,The Confident Child,"Raising a Child to Try, Learn, and Care",T. E. Apter,Family & Relationships,http://books.google.com/books/content?id=stxpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Focusing on children from age five to fifteen, the author shows parents how to help their children acquire self-esteem, problem-solving ability, social skills, and emotional control, and how to detect dangers to self-esteem during adolescence.",1997.0,3.62,270.0,13.0,['Romance']
9780393048858,0393048853,The Complete Plays,,Anton Pavlovich Chekhov,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,4.49,1060.0,215.0,['Drama']
9780393058000,039305800X,The Novels,,"Arthur Conan Doyle (Schriftsteller, Grossbritannien)","Detective and mystery stories, English",,,2005.0,4.54,907.0,2189.0,['Mystery']
9780393059168,0393059162,The New Annotated Sherlock Holmes,volume 2,Arthur Conan Doyle,"Detective and mystery stories, English",http://books.google.com/books/content?id=beGfDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Collects Doyle's fifty-six classic short stories, arranged in the order in which they appeared in late nineteenth- and early twentieth-century book editions, in a set complemented by four novels, editor biographies of Doyle, Holmes, and Watson as well asl",2005.0,4.63,1878.0,1396.0,['Mystery']
9780393093124,0393093123,"Three Plays of Euripides: Alcestis, Medea, The Bacchae",,Euripides,Drama,http://books.google.com/books/content?id=86mVOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Paul Roche...must be ranked among the great translators of the Greek dramas in our century.""—Robert W. Corrigan",1974.0,3.95,144.0,235.0,['Drama']
9780393325836,0393325830,The Bacchae of Euripides,A Communion Rite,Wole Soyinka,Drama,http://books.google.com/books/content?id=-4GVOnMivysC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A wholly fresh interpretation of the timeless play by a Nobel Prize-winning author.,1974.0,3.85,128.0,108.0,['Drama']
9780393924657,0393924653,Anton Chekhov's Selected Plays,,Anton Pavlovich Chekhov,Drama,http://books.google.com/books/content?id=j3s8cAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Anton Chekhov revolutionized Russian theater through his inimitable portrayals of characters faced with complex moral dilemmas.,2005.0,4.01,674.0,95.0,['Drama']
9780393977530,0393977536,George Bernard Shaw's Plays,"Mrs Warren's Profession, Pygmalion, Man and Superman, Major Barbara : Contexts and Criticism",Bernard Shaw,Drama,http://books.google.com/books/content?id=FXaFQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Presents four plays by George Bernard Shaw, incuding ""Mrs. Warren's Profession,"" ""Pygmalion,"" ""Man and Superman,"" and ""Major Barbara,"" each with an explanatory annotation, and includes information on the author and his work, a chronology, and a selected bibliography.",2002.0,3.94,551.0,120.0,['Drama']
9780393977615,0393977617,Death and the King's Horseman,"Authoritative Text : Backgrounds and Contexts, Criticism",Wole Soyinka;Simon Gikandi,Drama,http://books.google.com/books/content?id=Q2loQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This Norton Critical Edition of Death and the King's Horseman is the only student edition available in the United States. Based on events that took place in 1946 in the ancient Yoruban city of Oyo, Soyinka's acclaimed and powerful play addresses classic issues of cultural conflict, tragic decision-making, and the psychological mindsets of individuals and groups. The text of the play is accompanied by an introduction and explanatory annotations for the many allusions to traditional Nigerian myth and culture.",2003.0,3.76,254.0,249.0,['Drama']
